 Tweet,Sentiment
 quot future pc just froze  quot  apple  ads  getamac ,1
 quot get down in this rage with me   it takes 2 to dance baby quot listening to  thetalkabout on myspace ,1
 quot girl cheese and soup quot ,0
 quot girl you look fine with a gun quot  the nicest thing someone has to me this week ,1
 quot give us the money  quot  quot elmo knows where youu live quot hahaha lt 3 these msn sounds crack me up x ,0
 quot go mommy go  quot viki is leaving the morning show on absolute radio ,1
 quot god give me patience   but give it quickly quot    30 min into our trip  amp 2nd pee stop ,0
 quot god i love texting quot  text from    mom cell   http   tumblr com x9j1ya3xi ,0
 quot good morning sunshine the earth says hello   quot hehe ,1
 quot good morning sunshine the earth says  hello   quot  johnny depp as willy wonka  ,0
 quot gosh hunny you ve put on weight  quot  quot errrr   thank you  quot ,1
 quot got love to kill quot  juliette  amp the licks julian wilson s section in stranger than fiction    so amazing   ,0
 quot got that super soaker pussy pop like cola coca plus it s tighter den a choker got him smilin like the joker  quot my nicki fix ,0
 quot got the news today doctor said i had to wait a little bit longer and i ll be fine quot awww i cant listen to this song   makes me sad ,0
 quot grandma just gave you the dirtiest look i ve ever seen in my life quot haha ,1
 quot gravity is not always convenient  quot  mr donde lol i just dropped my phone but i thought of this saying ,1
 quot ha ha  quot to the premature psp go reveal sony must be up in arms also it looks ugly as hell ,1
 quot hahah your just jealous your not as thin as me you fat bitch my legs are half your size gutted on you  quot it s nice to know the truth ,1
 quot lesbian gay and bisexual students are 2 5 times more likely to skip school and that 28 per cent drop out quot http   tinyurl com ovxkfm ,1
 quot mileycyrus i wanna perform with lady gaga one day  quot      my world would def be  rocked ,1
 quot thinking about school ,1
 quot yer as beautiful as the joshua trees in palmdale as innocent as the babys getting kidnapped from their homes out there    ,1
 quot  wikileaks is overloaded by global interest quot argh it s been overloaded for over an hour now ,0
 quot  lt monica gt tenk p    neophos da  lt monica gt han blir jo et berg  lt monica gt feit og vakker quot ,1
 quot  quot doing some work quot  quot facebook myspace here i come ok wished i done the french earlier maybe i would remember what exactly to put in it ,1
 quot  quot i m really glad you re in my life  quot    quot really how come  quot    quot because you re awesome and you don t judge me  quot   take notes friends ,1
 quot    begging begging you ooh ooh ooh    quot    i don t know what that song is called or who sings it but i love it   lol ,0
 quot    it s such a perfect day quot ,1
 quot   aww you guys made me innnk quot  finding nemo  gt every other pixar movie ever made ,1
 quot  mandyyjirouxx quot hi mandy you are really pretty i love the miley and mandy show write me back pls ,1
 quot  mileycyrus bugs do suck don t they yuck  quot ,1
 quot  mileycyrus quot i love you write me back pls ,1
 quot  mileycyrus quot i vote for you ,0
 quot  mileycyrus quot you are the best    i love you can you give me your e mail   i want to write with you but i cant ,1
 quot  mom quot where are you that miley write with you     i write to miley but miley never answered   what am i to do that miley write with me  ,0
 quot  patita  quot via ronniebebop                    good morning  star45 thx 4 all the music amp props all these d      http   blip fm  7sxqs ,1
 quot  tommcflythis is amazing i have been properly laughing in my room at this its great http   bit ly 6cqmk quot  i sent that to him haha ,1
 quot 10 years 10 pounds of m amp ms quot  lack of self restraint  upset stomach i should have eaten the apple and kiwi laura put in my lunch ,0
 quot 2002 all over again  quot sounds good ,1
 quot 3 quot is almost here http   plurk com p x2lui ,1
 quot a day without laughter is a wasted day quot    laughed alot to day  success ,0
 quot a faulty penis freaks me out lol quot thejlu ,1
 quot a sound mind in a sound body quot  anima sana in corpore sano asiscs in latin mommy had a new pair of shoes ,0
 quot a walk to remember quot made me cry it s so sad ,0
 quot a well spent day brings happy sleep  quot  leonardo da vinci good night all i m off to happy land ,0
 quot   th   c tr   em vi   t nam c  n thua th  i lan v  l  o quot  nghe   au x  t qu  ,1
 quot   t s like   we actors have to become  soulfish with ourselves to really do what we re doing now  quot sandyyy sooo great ,0
 quot    tom looks like a hard ass and beckett looks like he has boobs quot   meghan  via inevermenttobrag i hate   http   tumblr com xiq21q7vj ,0
 quot hairspray quot music is vastly overrated when you have to sing it four weekends straight ,1
 quot hakuna matata quot it means no worries for the rest of your days ,1
 quot hand shredded ass meat  quot makes me glad to be a vegetarian http   syndicated livejournal com engrishfunny 196841 html ,0
 quot hangover quot was a good movie pretty funny one k have to watch the transformers2 next week   nd back to mgl can t watch the ice age3 ,1
 quot hangover quot was by far the funniest movie ever    a must see ,1
 quot har ghadi mujhe jiska nasha hai ek bewafaa hai quot this is my song today ,1
 quot hardly home but always reppin quot    back in sb ,1
 quot have you found jesus  quot  quot i didn t know he was missing    quot lmao ,1
 quot having it all quot is babysitting for sick joey  amp attending webinar at the same time now me computer  amp joey dsi later both jr scrabble ,1
 quot he beamed at the mention of your name quot fuck i miss that dude so bad ,0
 quot he has your finger but i have your heart quot ,1
 quot he just do what he please quot mm good day ,1
 quot he says his name is  thank god for beef   quot  quot who is shia labeouf  quot  haha that was a  2000 clue too ,1
 quot health care has already been gummed to death   quot  kevin baker  p2 ,1
 quot her name is wendy leonnard and her forecasts are extremely accurate  quot hahaha  david_henrie is such a nerd on wizards ,1
 quot here s another song for the radio  quot ,1
 quot hes everything to me more than a story more than words on a page of history hes the air that i breathe the water i thirst for quot ,1
 quot he s just not that into you quot dvd was alright i love jennifer connelly brilliant  amp gorgeous actress ,1
 quot he s just not that into you quot sparked some good life advice and personal tales from my stepmom i feel much more enlightened ,1
 quot he s just not that into you    quot  lt 3 this movie ,1
 quot he s the reason for the teardrops on my guitar the only thing that keeps me wishing on a wishing star quot why doesnt he get it ,1
 quot hey jude don t make it bad just take a sad song and make it better  quot ,0
 quot hey girl hey how you doin girl  quot hah hey seestar ,1
 quot hey ma if you could see me now arms spread wide on the starboard bow quot  love it okay  i need to go to bed ,0
 quot hey there ollie it must be a day off in heaven for an angel like you to be amongst us  quot omg squidoo is so polite ,1
 quot hey guess what  quot   quot what  quot   quot that s what  quot  lmfao    ,1
 quot hi i m ross from  spotify  quot  hi ross    ,1
 quot his a super human moron quot haha twilight comentary ,1
 quot his last name is bigwood quot i hope it s true  quot haven t found out yet but still hoping ,1
 quot history remembers only kings not the soldiers quot  so always prefer to be a king    gt http   bit ly 2lhquv ,1
 quot homa quot going on at home  my parents 19th wedding anniversary on 21st  so this is for that   ,1
 quot       d  ysen   zerine google earth quot re http   ff im 3ss7z ,0
 quot acting stupid getting drunk quot day is awesome too bad it s just the two of us miss the other two ,1
 quot adverse side effects abnormal behavior    quot damn i m out on the first one even before taking them ,1
 quot after seven decades archie andrews has finally decided to end pop culture s most famous love triangle  quot this is too much to process ,0
 quot age is strictly a case of mind over matter if you don t mind it doesn t matter  quot  jack benny precisely what i needed to hear today ,1
 quot ah brandon you re so annoying i m going to paint your eyeballs a dark color so you ll be blind  quot  christopher them s fightin words ,1
 quot all apps are up to date quot pfft want  twitterrific 2 now ,0
 quot all that we are is the result of what we have thought quot  buddah    so think positive fabulous twitterverse ,0
 quot all the rainbows in the sky start to weep then say goodbye you won t be seeing rainbows any more quot ,0
 quot all the small things quot about you just can t help but get my attention quot  ,1
 quot all those other girls well they re beautiful but would they write a song for you  quot  taylor swift  quot hey stephen quot ,0
 quot all we can do is keep breathing   quot invad  tu privacidad  perd  n  en serio  i m so sorry  ,1
 quot all women become like their mothers that is their tragedy no man does that s his  quot  oscar wilde  happy mother s day moms   ,1
 quot allah kareem quot 2009 album is out   run to the stores and buy your copy now  album is also available too at wassoufbook com congrats all ,0
 quot already gone quot  kelly clarkson ,1
 quot alright so we ll bring someone into our group just to kick them out then make t shirts quot ohh dear its strictly love ,0
 quot am i on a way  or am i there already   quot    typically my mind ,1
 quot american pie 2 quot is so funny its on da part where their goin 2 da lake   damn a commerical ,1
 quot an existing connection was forcibly closed by the remote host quot doesn t sound to good ,1
 quot and i breathe you into my heart and pray for the strength to stand today cause i love you whether it s wrong or right quot ,0
 quot and i don t know how it gets better than this you take my hand and drag me headfirst fearless quot  t swift ,1
 quot and i miss you  and i need you i do quot  lt 3 hungry ,0
 quot and i   ll be there to hold your hand just like you were there to hold mine  quot  a line of a song i ve just written for a special person ,0
 quot and i m clinging to the promise you re not through with me yet  quot love ginny owens ,0
 quot and in the end the love you take is equals to the love you make quot tadinho do justin ,1
 quot and no it wont be pms rofl quot well i swear brittany it wont haha ,1
 quot and now my mom and her friend are drinking  greatt   quot ,1
 quot and now there s a gun   quot such awesome lines this week ,1
 quot and when i do the dishes   i run the water very very very hot and then i fill the sink to the top with bubbles of soap    quot ,0
 9 still st regis  foodie oh this is the asia tour http   twitpic com 4h7yz ,0
 900 on deck mufuckassssss  why i saw a cute chick today but she had ashy toes and corns on her pinky toe fuckeddd it up smh ,0
 abortiontuesday   will it catch on 1 abortion please ,0
 adamisarockstar b c america is stupid for not having adam on our top radio charts ,0
 addictedto cursing ugh it s a horrid habbit ,0
 addictedto the internet ,1
 adiict  bollywood my and my hubbie http   tinyurl com pkn62g ,0
 adinarayanap  welcome to twitter hope you enjoy the movie at my place ,1
 ahbl princess jared almost ready for his closeup ,1
 aion peeps next twitter milestone is 1500 followers i ll think of something else than posters to give away for then ,1
 air france confirms captain  amp one cabin crew of  af447 have been identified hope they may have a swift journey home to their families ,0
 air france my heart just breaks for those families 2 bodies found ,1
 air france i think they got abducted by aliens ,1
 airfrace447 228 people over the atlantic missing ,1
 air france nothing yet when i fly the same route i m always afraid i think the most fear is see happening hope that they didn t ,1
 ajax  php just thinking about a concept of autorefresh  varun_chander made a mistake here ,1
 ally  ally haha ,0
 amaaquentcr is making me feel old but lots of good insight ,0
 ampache   amdroid   android  musical bliss soon iron out the bugs and it will be amazing ,0
 andyclemmensen  bradiewebb  shaundiviney  andyclemmensen  bradiewebb  shaundiviney  andyclemmensen ,1
 andyclemmensen  bradiewebb  shaundiviney  shortstack ,0
 andyclemmensen damn it only works of it says somthing else ,1
 andyclemmensen is my number one ,0
 andyclemmensen is trendy get it it s trending and he s trendy ,0
 andyhurleyday  andyhurleyday  andyhurleyday  andyhurleyday  andyhurleyday  andyhurleyday  andyhurleyday  andyhurleyday  andyhurleyday ,1
 andyhurleyday bcz he s got the voice of an angel ,1
 andyhurleyday rah rah rah  shakes it ,0
 api testing   api doesn t work anymore  ,0
 apprentice kicks off and now the missus wants chocolate if it wasn t chucking it down i may have considered driving off to get some ,1
 apprentice no way  ,0
 apprentice begining to feel like i want to eat chocolate now ,1
 ashestoashes nooooo not chris omg  i was almost crying with shaz ,1
 askagent  daphneun alcohol will only make it more fun ,1
 asksteve did you consider lost business when removing krisflyer gold from the clubhouse welcome list my business is now going to united ,1
 asot400 4 hours left ,1
 asot400 awesome ,0
 asot400 daniel kandi is tearing the roof off ,0
 asot400 how much is the rocket ticket to the moon  i can t find it online ,1
 asot400 i duno how to work twitter haha ,0
 asot400 interview time ,1
 asot400 odd transition   anyone know when the video should be up ,1
 quot and you never ever let me in quot woooah i just love that song kelsey by metro station ,0
 quot angels  amp demons quot is my current most favorite movie of 2009 awesome just watched it with mami  litadiarist  amp aunt  vincamiller ,0
 quot anvil quot was just awesome and heart warming and it involved heavy metal ,0
 quot any man who can drive safely while kissing a pretty girl is not giving the kiss the attention it deserves  quot  albert einstein ,1
 quot anybody who says they don t is lyring quot  kelly clarkson admits she pees in the shower and dares you to admit it too  read it in a mag ,1
 quot anyone wanna follow me out tonight very very depressed and lonely ,1
 quot approaching quot would have made more sense than  quot appear quot  ,1
 quot are you kidding you think chuck could afford her if she was a pro  quot haha great line  chuckmemondays  chuckeu ,0
 quot are you okay  quot asked arkain  quot that depends on what okay is  quot replied gemma that part always gets me how do you feel about it ,0
 quot arrange whatever pieces come your way  quot virginia woolf h t to slade    you re good at making me get over myself ,1
 quot arsenic and old lace quot is on tv one of my favorite old movies  i can t believe it so perfect for bewitching hour ,1
 quot as soon as we receive these documents an admission decision can be made in as little as two weeks  quot i should have taken act earlier ,1
 quot as we go on we remember all the times we had together and as our lives change from whatever we still be friends forever quot ,1
 quot ask all your followers to follow peterfacinelli he has to reach 500 000 by friday 19th june  will be hysterical if he wins ta quot louise ,1
 quot at fedex destination facility elmsford ny quot   evil cackle  so i should have my laptop by eod   squarespace ,1
 quot at first i was afraid i was pretrified  quot ,1
 quot baby baby baby quot version belge    ,0
 quot bad words are a crutch they lead to tattoos and peircings  quot hahahaha ,1
 quot battery in your leg quot by blur makes me feel sad now especially the live version thanks jessica ,1
 quot battery 81  fully charged  quot ,0
 quot battlefield quot by jordin sparks  quot its alright its ok quot by ashley tisdale and  quot paranoid quot by jonas brothers ,1
 quot be mine forever don t go just stay like this ily quot       ,0
 quot be strong all of you who put your hope in the lord never give up  quot    psalm 31 24 ,1
 quot be yourself everyone else is already taken quot ,1
 quot because i knew you i have been changed for good quot gotta love wicked i own some of the streamers they let off at the beginning of the show ,1
 quot because there s no such thing as halfway crooks  quot  8 mile ,1
 quot because you can t kill love quot   gws04e23 http   plurk com p uine7 ,1
 quot before the storm quot finished now it s  quot burnin up  quot ,1
 quot being confident of this very thing that he who has begun a good work in you will complete it until the day of jesus christ quot phil 1 6 ,1
 quot hookah is the ghetto form of cigars quot i said that of course  yayasonasty quote me ,1
 quot hope is a dream of a soul awake quot what am i doing up so early ,1
 quot horses asshole quot hah my mom is the best ,1
 quot house quot and holy moly not a moment 2 soon ,1
 quot how can we fight when im too busy loving you too busy loving you quot  she s a lady ,1
 quot how do you like them apples quot is from the movie rio bravo good will hunting make a lot more sense now ,0
 quot how do you send someone a mail message on this thing still trying to work it out quot lol ,1
 quot how is this so thick  quot     you know what to say ,1
 quot how old are you  quot  quot twenty seven  quot  quot i think it s ok that you aren t married yet  quot thanks for the unsolicited approval 12 year old ,1
 quot how sweet it is to love someone how right it is to care     quot http   tinyurl com cll2ab i never get sick of this song     enjoy   ,1
 quot how to be happy quot by  susanmacd on mahalo photography by me http   bit ly how to be happy  maria balais  amp friend ,1
 quot how to clean your room in ten minutes quot  http   ping fm i2oke  emmarileysutton wonderful article ,0
 quot how s it going  quot a rhetorical question often asked without sincerity sincerely answering in great detail is quite an amusing response ,1
 quot i am a vampire i am a vampire   but i have lost my fangs   quot haha just love juno ,0
 quot i am mclovin quot watching superbad ,1
 quot i am on a 24 hour champange diet quot sike i m still drinking kool aid     ,1
 quot i am parked diagonally in a parallel universe quot ,1
 quot i believe that every human has a finite number of heart beats i don t intend to waste any of mine running around doing exercises  quot ,0
 quot i call everything i love redro don t i mom bwhahaha  quot very droll son1 very droll should never have told you about that ad ,1
 quot i can givee you anything but lovee quot  daniel schuhmacher ,1
 quot i can tell your future    it is   you giving me your number quot  i know i know cheap flirtin  but funny ,1
 quot i cannot believe you have this song on your ipod quot haha ,1
 quot i can t beeeeelieveeeee what i m feelin for you it s unusualllll  quot i miss danity kane already ,1
 quot i can t help it i like to party quot how i can soo relate to pink s bad influence ,0
 quot i can t take it any longer i though that we were stronger quot  about someone who i thought loved me ,0
 quot i choose to stand for my generatiooonn quot pick it up by the planetshakers is my perfect moodswitcher ,0
 quot i don t care what a bitch think  amp how a hoe feel cuz aint nay 1 of you hoes payin my bills  quot    trina got me going this morning ,1
 quot i don t know how to act cuz i lost my head i must be paranoid quot ,0
 quot i don t know if i should smile because we are friends   or cry because that s all we will ever be  quot ,1
 quot i don t know what i want so don t ask me coz i m still trying to figure it out  quot  taylor swift ,1
 asot400 the signing is awesome    it s a beautiful day live trance is the best ,0
 asot400 twitterers are dying down good more room for us to spam haha go simon   ,0
 asot400 wow  quot hey boy   hey girl quot   mr sam is mashing the crap out of everything  and owning the joint hardhardhard like much ,0
 astd09  how do we take the astd comp model  amp translate to globalization  innovation  transformation  strategic enablement watch me ,1
 asterisk meetme does not like me   it just does not do what i want and no documentation on how to implement it either ,1
 asylm haven t seen danneel or genevieve ,0
 asylm i never knew there was a supernatural convention i might have gone ,0
 asylm i m converted  i m a jared girl now ,1
 asylm vids uploaded by  zepinklady    wtf the j s can t speak for longer than 5 seconds w o fans screaming shut up i can t hear them ,1
 atv bs just got back from bestbuy got the geforce 9400gt ,1
 auscert is anyone else spoiling their dinner by eating way too many free mentos mmmmm mentos ,1
 badsex is when ur pussy is so dry it make the condom burn me  rugs burn on ur dick aint fun ,1
 badsex is when you delete there number out your phone b4 they leave your room ,1
 barakatday  barakatday  barakatday i cant go to bed yet lol stupid myspazz wont let me read my message ,1
 barcamphanoi with the two last sessions before going to  beercamp ,0
 barcampla looks geekier this time around ,1
 bb10  freddie s voice is annoying me enjoying this series so far though  ,1
 bb10 is in danger of losing me as a viewer that was an hour of pretty much nothing i should ask for my hour back ,1
 bb10 on e4 right now live feed idiots http   tinyurl com novv3c ,1
 bbq for tea sausage burger cajuan chicken potatoe salad coleslaw savory rice and salad good times http   www twitpic com 6acs3 ,0
 bbxxx  yoscottie u shoulda spent less time sucking up 2  robrominxxx speaking of which when did rob add the xxx me no likey 2 porno ,1
 bcm101 are any of you planning to keep posting to your twitter after the end of this subject just curious ,1
 bea09 tech crash my bb is not working but i discovered twittermail stay tuned   ,0
 beijing good massage for you  amp sexy girl  amp 100 real photo 13341015518  w4  beijing  hi   http   tinyurl com ogmvfo ,0
 beijing good massage for you  amp sexy girl  amp 100 real photo 13341015518  w4  beijing  hi   http   tinyurl com pwjf7e ,0
 bfd  fail with lots of seats unsold day of show buyers charged  55 ,0
 bgt i stavros wins i m finishing this bottle off     although it may finish me first     gt  gt 09011 32 22 06 ,0
 bgt 2 grand rofl can t help it bit grandad out of time is hilarious lol good singing from the girl tho good performance ,1
 bgt 2nites been pretty good so far  most have been a bit dissapointing susan up next ready for a full standing ovation peeps lol ,0
 bgt come on susan boyle you hot mess ,0
 bgt dcd seniors were good but not good enough ,0
 bgt flawless were good i want to see what diversity can come up with ,1
 bgt haha 10 for diversity  l l screw you subo ,0
 bgt i feel a bit sad for susan boyle now ,0
 bgt i love 2 grand i think they are really sweet but then holly is such an amazing singer for a 10 year old and i really love julian ,1
 bgt it s a shame that the dreambears won t get through ,0
 bgt nice singer   not as entertaining as stavros   ,1
 bgt not the best song for her ,0
 bgt on the box soon hopefully th boil that is susan  maybe that should be boyle wont win stavros flatley for the chequered flag ,0
 bgt or stravros flatley all singers can pretty much sod off to x factor but i suspect a singer will win ,1
 bgt quite an awkward moment poor girl i hope she doesn t loose it again ,1
 bgt susan boyle diversity britain s got talent shaheen stavros flatley  lt    go away ,1
 bgt that kid out of stavros flatley looks like chunk from the goonies ,0
 bgt their ok but their not gonna win ,1
 bgt why can t america s got talent be as good as bgt oh yeah because we all suck ,0
 bigfanfriday  manishamusic very sweet an understanding step mom  ,1
 biggup to vegas   what happens in u sometimes makes it way onto myspace lol but really   d ,0
 bigupz to  cbondemand for knowing how to cook ,1
 bildungsstreik the demonstration against bd education will soon start  everybody should go to it but i have to work ,0
 bing is my new search engine i simply love it no more google ,1
 bing is out www bing com  bing love the video preview ,1
 bingum com is offering free advertising to it s members for a limited time sign up and message me to get started ,1
 blacksquadron hide i m already well hidden like a nerdy ninja ,0
 blink182 tickets went on sale in phoenix 55 each that is 30 dollars more then new york tickets wtf  markhoppus should look into this ,0
 blog updated link in my profile if you want to check it out ,0
 bmwland help hit by uninsured driver http   tinyurl com ny7pek ,0
 boarding goodbye iad see ya in 5 hours frisco and it looks like we might be leaving on time ,1
 bonktown had some sweet time carbon shoes for  50   euro 45 would have been too big ,1
 bookparty midnight est  5am gmt partners friends brain might not appreciate this ,0
 bootcamp in the rain means cold on the skytrain why didn t i bring a sweater today  on a plus note i ll be on time for work this am ,1
 bradiewebb  andyclemmensen  shaundiviney  shortstack  bradiewebb  andyclemmensen  shaundiviney  shortstack ,1
 bradiewebb andyclemmensen shaundiviney ahhhhaahaha theyre in trending topics   lt 3 themm ,0
 brazillovesmcfly and so do i ,1
 bridgetoterabithia made me cry like a baby ,1
 bringback my mom doing my laundry lol ,1
 bringback our last night in miami  jrock2416  kofibaby  mingdagazette  bbc_dream hmph i wasnt there i leftt i ,1
 bringback yr 04 n 05 the most livest yrs   from spotlite to flex shows to 18 n older parties wen i ain t no anybody that died ,1
 britneyspears another great video http   bit ly whswz ,1
 quot i don t like monday i wish it were sunday cause that s my fun day  quot that was my freaking jam when i was little i miss it ,1
 quot i don t listen to you much  quot thanks sam b tch      vindel13 i was driving today but i didn t see you running sorry ,1
 quot i feel comfortable using legal jargon in everyday life    i object  quot elle woods   lsat tomorrow ,0
 quot i felt disturbed when _____ _ titties were going up and down when he was running quot lmao oh the siblings are back ,1
 quot i give it my heart my determination and my courage and its all pushed away because it was at the wrong time so it feels quot ,1
 quot i got a lot to say to you i noticed your eyes are always glued to me your keeping them here  amp it makes no sense at all  quot  paramore ,1
 quot i got bangs my hair is so now  quot ,1
 quot i guess we re gonna have to take control quot truer words never said thank you bobby brown via ghostbusters 2 soundtrack ,0
 quot i have a long list of things to say but i ll leave it at you amaze me quot the maine ,0
 quot i haven t been pepper sprayed in an entire year  quot line of the night sleeping until oh idk   monday morning oh yeah  amp yay chitown ,0
 quot i haven t had meat in five years quot  quot well i haven t had a banana in a year quot oh comdey central on the eliptical ,1
 quot i hear its wonderful in california  quot ,1
 quot i high 5 your goodbyes and it leaves me with nothing but blisters quot    ,1
 quot i just want back go your head quot ,1
 quot i kn0o u seen alota things in ur life   got u feeln like this cnt b right i wnt hurt u   im down 4 u baby   quot i l0ove dis song   tear ,0
 quot i know the pieces fit cuz i watched them fall away  quot  schizm  tool  ,1
 quot i know we facing a recession but the music ya ll making gone make it the great depression quot  jay z on that note i say goodnight ,0
 quot i know what you like i know what you think not afraid to stare you down until you blink  quot i ve got nerve  miley cyrus ,1
 quot i know where i m at but that doesn t mean i know how to get home  quot my brother driving us home from dinner ,1
 quot i leave you in good hands quot  a frozen tundra with slit wrists a fatal wound  quot the light will shine quot  rose like no other  quot pain quot   quot 3 24 quot  ,0
 quot i like the night without the dark we d never see the stars  quot  going to work now but i have no pleasure cause the sun is shining ,1
 quot i like you more than my guitar  quot ,0
 quot i love hip hop in morocco quot screening tonight 6 30 at bk museum   joshasen wanna tell a girl when ur doing these things  ,1
 quot i love taxes  quot  oh accountant cat ,0
 quot i love you quot how can so little mean so much ,0
 quot i miss you i miss your smile quot    ,0
 quot i now pronounce you second class citizens quot is a fresh post at http   bohica2k com free second class citizen cake ,1
 quot i only have a 360 now  pause oh and a wii haha i forgot about that  quot  myself forgetting about my ownership of a wii ,1
 britneyspears brill remix to baby one more time at the o2 in london  http   bit ly e92jq ,1
 bsb  bsb  bsb  backstreetboys i love bsb so much forever and ever   bsb  bsb ,1
 bts is not a trending topic anymore ,1
 buyitdirect i d love to see the bandwidth bill though could do with a chuckle ,1
 buzz140 is out the the trending topics   ,1
 buzzvn youtube  heineken  walk in fridge ai kh   ng mu n t l nh n   y http   chilp it  528243 ,1
 c4n peoples im here finally  sorry im so late  couldnt be helped ,0
 calcpacouncil 42 states have passed mobility legislation 48 states 150 hour rule california is a holdout on both ,1
 canada news retirees protest at molson brewery in st john s after announced cuts to pension plan covered free beer http   tr im nbuj ,1
 canada telecoms launch overpriced  mobile payment http   bit ly 14txjz    http   bit ly xsurl  take that certapay  amp  paypal  ,0
 canucks seem to be falling a lot must mean they re skating extra hard tonight ,1
 cckb wonderful that christ has an unfinished work  praying for each one us that we should stand firm ,1
 channel4fm on air at 9 after 10 win tickets to london 2 c britney after 11 win a hp notebook and at 9 15 passes to dubai ice rink ,1
 charitytuesday  andys2tyred is raising funds for  dogstrust  setting off on a london  paris bike ride tomorrow please support him ,1
 charitytuesday  bullyinguk  smiletrain  childrens_trust  diabetesuk  eczemasupport  hearingdogs  air_ambulance  madecharity  lt follow pls ,1
 charitytuesday  jessicastrust because no family should lose their mum through a preventable illness ,0
 charlotte nc rides i need a ride to pgh pa  huntersville  hi i m sane i thought i sh  http   tinyurl com nzoa9w ,0
 chesterday  chesterday  chesterday  chesterday  chesterday  chesterday  chesterday  chesterday  chesterday  chesterday aaah ,1
 chesterday doente ,1
 chesterday don t forget it it s really important ,0
 chesterday i dont like the fact the japenese shop has closed down  it may have been that way for ages aint been there a while   ,0
 chesterday let s spread chester love  chesterday yeaaaah ,1
 chicago rides chicago to atlantic city  riders needed  skokie il  hello i m leaving for  http   tinyurl com o74xva ,1
 christel says lets have some horny time ,1
 chubsunite  hisruin mmmm tacos in general make me happy as long as they re in muh belleh  lt 3 ,1
 chuck  chuckmemondays i didn t realize how short one episode is had a great time anyway thanks see you next week ,1
 chuck renewed rumored to be heading to friday good news with a ratings boost there is the possibility of a 9 episode pickup ,0
 chuckmemondays omg i miss watching chuck  the new season cant get here soon enough i ll have to watch reruns for the entire summer ,0
 cilips09 quarter of brig o doon owned by the national trust for scotland wonder which quarter ,0
 clothdiapers they re really super cute too little polka dot and stripe and flower diapers hehehe ok i m done mommyness coming out ,0
 cluckingblossom thought trade was probably the best band i saw there but their set was too short and i failed to grab one of their cds ,1
 cluetrain audio has been so up down that i gave up  second time today i ve closed down a webcast ,0
 coffee ,1
 commtell09 patty perkins vp desktop video manager of wachovia is up next i understand many  sharepoint opps are happening there ,1
 communityone  opensolaris in midst of my own update to 2009 06 been running recent build but now letting update mgr do its thing ,0
 conan hey tiger follow me ,1
 conan is lookin good and his musical entrance was ridiculously long like legit 2 min of applause ,0
 confession i like someone i m not suppose to ,1
 confessions i actually have   dexy midnight runner come on eileen  as 1 of my ring tone ,0
 confessions i follow some of my followers followers im guilty   ,0
 creating fame class over now to set up my new site in host ,0
 creditcrunchtv fridge ,1
 csh anyone know how to save the data from my fked hd  read previous tweets to get details ,1
 cullencoven tia farrish beverwil commented on the photo  happy mother s day wow amazing  http   bit ly gvtqo ,1
 customer  goodservice dominion memorial market http   bit ly 11p3l9  jwpeddle ,0
 cycling short care what do you do of late i ve taken the easy way and machine washed line dried them but i think it may be a problem ,1
 dailycharacter  here s todays http   bit ly ahzro if you like girls in mech suits then this is for you  doodleparty ,0
 dating is expensive ,1
 davidarchie rules  touchmyhand for the win haha ,1
 davidcarradine you will be missed ,1
 day in sun i meant cool breeze was very deceptive damn i hate being fair skinned i don t even tan just burn and freckle ,0
 dcu no it s still baseball ,1
 ddth d   ch v   rao v   t thu        b   c c   chim     ng l  d  n qu   ng c  o http   tinyurl com ktavrt ,1
 deathandtaxes musicmonday great listening ,1
 delongeday ,0
 depechemode concert next week cancelled alternative date not known yet dave gahan had a tumor ,0
 derunkah twitter   woooooooo downtown enjoying the last bit o sunshine ,1
 dfizzy gography homework do u know anything about monaco ,0
 dialogue  trivia  if we pull this off worst you loose ur job but if we not and you ll loose your life  which movie is this ,1
 dickensurl com  for when you need a more poetic link ,1
 dinner consisted of roast lamb spuds and rabbit food   and a mush of apples now its time for pringles  o ,1
 djangodash djangodash com site  504 gateway time out  nginx   fail whatup ,0
 dmb on fallon tonight and the today show friday morning   check it out ,1
 dmcwmnshow enjoying the show very much from sharon ,1
 dollhouse finally sparked my interest alan wash tudyk ftw ,1
 dontoyulove that i can be myself around you but  dontyouhate that you ll never know the difference     ,1
 dontuhate how lauryn hill aint got her shi 2gether yet i miss her man ,1
 quot believe quot by raheem devaughn     i m in the zone ,1
 quot beverley knight has one of the best voices the u k has to offer   quot  quot such a great feel good song beverley is so underrated  quot ,1
 quot bicycle bicycle   i want to ride my bicycle i want to ride my bike quot bicycle race by queen is stuck in my head ,1
 quot blame it on me quot will be a classic i have an ear for these things ,0
 quot block everything quot   says china http   tinyurl com nkt85n ,0
 quot blow the candles out look like i m solo tonight quot  playback is such a waste ,1
 quot bluffin with my muffin quot     some people are just realizing what this means    step your gaga game up people ,1
 quot book worm quot mode   let s do it ,0
 quot boolprop testingcheatsenabled true quot  lt  lt this alone makes me a very happy bunny that and  quot motherlode quot but thats cos im greedy    ,1
 quot borderline amazing quot is my new favorite phrase saying ,1
 quot boy do i hate it when you reach out to ppl via email and they don t respond in this business music     oh well such is life ,0
 quot boy quot wasn t there    i was prepared to talk to him and flirt and everything    buuuut    we had a great time ,0
